DateTime,Speed_U,Speed_V,Speed_W,Dir
17-12-2018 03:00:00,0.504379,-0.252546,-0.01476,314.083407
17-12-2018 03:10:00,0.108389,-0.342522,-0.008675,340.183738
17-12-2018 03:20:00,-0.245728,-0.40558,-0.038609,19.400901
17-12-2018 03:30:00,-0.468339,-0.611299,0.033378,34.82062
17-12-2018 03:40:00,-0.069979,-0.141528,-0.041911,344.873944
17-12-2018 03:50:00,1.438681,-0.583225,-0.061777,304.47165
17-12-2018 04:00:00,2.294248,-0.672682,-0.066548,293.696078
17-12-2018 04:10:00,0.880294,0.094926,0.074495,270.630263
17-12-2018 04:20:00,-1.371233,1.113946,0.068707,142.791684
17-12-2018 04:30:00,-1.521288,1.610516,0.148874,149.94659
17-12-2018 04:40:00,-1.436233,2.293277,0.137161,158.126083
17-12-2018 04:50:00,-1.1466,1.834131,0.044437,153.775835
17-12-2018 05:00:00,-1.119963,1.78734,0.076956,151.606882
17-12-2018 05:10:00,-1.089259,1.919595,0.118049,152.159043
17-12-2018 05:20:00,-1.428465,1.716171,0.090894,144.341914
17-12-2018 05:30:00,-1.649897,1.771853,0.100786,142.199402
17-12-2018 05:40:00,-0.838368,1.829936,-0.029562,154.042065
17-12-2018 05:50:00,-1.048161,1.534738,0.07699,153.278833
17-12-2018 06:00:00,-0.79215,2.834008,-0.026176,174.696146
17-12-2018 06:10:00,-0.874124,2.865328,0.005593,171.813644
17-12-2018 06:20:00,-0.961549,1.902286,0.01686,159.977765
17-12-2018 06:30:00,-0.328902,0.886286,-0.01064,169.07523
17-12-2018 06:40:00,0.020339,-0.229732,-0.071194,347.166115
17-12-2018 06:50:00,2.840058,-1.554824,-0.358409,308.504858
17-12-2018 07:00:00,3.969552,-1.937546,-0.421948,309.646668
17-12-2018 07:10:00,4.007183,-2.123019,-0.315571,311.52748
17-12-2018 07:20:00,3.242095,-2.121573,-0.249492,317.369889
17-12-2018 07:30:00,2.272478,-2.502304,-0.279334,337.044283
17-12-2018 07:40:00,1.953153,-2.231266,-0.23887,337.695341
17-12-2018 07:50:00,1.769038,-2.289322,-0.232008,344.97246
17-12-2018 08:00:00,1.681663,-2.421406,-0.246259,342.060516
17-12-2018 08:10:00,1.665381,-2.211009,-0.253332,335.925513
17-12-2018 08:20:00,0.852897,-2.230946,-0.093024,348.502329
17-12-2018 08:30:00,2.166718,-0.979183,0.004575,314.477299
17-12-2018 08:40:00,1.190338,-0.05407,-0.065619,291.265378
17-12-2018 08:50:00,0.876056,0.188165,-0.09526,283.718044
17-12-2018 09:00:00,0.147064,-0.254756,-0.031028,298.367387
17-12-2018 09:10:00,0.89455,0.001444,-0.06573,301.155652
17-12-2018 09:20:00,3.929621,-1.599852,-0.209761,299.630806
17-12-2018 09:30:00,4.985575,-3.378158,-0.411948,312.836658
17-12-2018 09:40:00,3.507122,-3.382759,-0.282952,324.336764
17-12-2018 09:50:00,2.704937,-2.95961,-0.211808,328.615745
17-12-2018 10:00:00,2.102862,-2.467345,-0.12825,333.083147
17-12-2018 10:10:00,2.61445,-2.145116,-0.230719,323.291675
17-12-2018 10:20:00,2.443489,-1.94548,-0.098424,323.291375
17-12-2018 10:30:00,3.793069,-2.380518,-0.288577,313.02042
17-12-2018 10:40:00,4.420227,-1.829647,-0.330018,303.614503
17-12-2018 10:50:00,2.884482,-0.901808,-0.200963,296.710509
17-12-2018 11:00:00,2.578299,-1.009844,-0.222094,302.928644
